id,x,y
0,-954.73280819115553,-691.44758817931825
1,405.47586950570803,-661.97637566624144
2,-662.77279946667295,534.72681014500245
3,-701.49703444849342,670.89378218904221
4,819.41993814335797,-445.83192929794893
5,945.83305777641635,-173.63757945383099
6,-844.41314546635499,770.41972737392007
7,-504.63704659234907,-671.54132191163671
8,-773.68045027259393,609.35307995638095
9,-26.527441075286333,450.97849865293279
10,-196.75467742808337,-648.78303106104863
11,-98.748329033983964,-302.27458364757558
12,285.04198947228269,498.9689733790749
13,-238.87908011906086,-930.51876467953207
14,394.20439243911119,-209.46881902348866
15,-814.26974588560734,739.13298313766131
16,-822.1082291829623,-107.60391914129866
17,-927.7012131062711,-514.37299627032473
18,835.42713877849792,-16.927336478263669
19,759.4246540246113,172.29956413121295
20,-869.0018371056666,917.67673414531441
21,-277.05104579743852,-77.557775839461328
22,-546.68796191304023,-523.95584669049163
23,325.32126527924152,-605.67604435620342
24,989.33980378304727,-614.92694940984234
25,-307.1830469361239,721.51491669161169
26,-171.24393254072777,431.06055198265449
27,313.45090507668715,100.34725569706302
28,-768.42911138622867,-719.10851220896916
29,230.5812957484236,224.93157788578492
30,-284.34391551811109,-221.24125530774359
31,-891.45256559669315,-34.369594695081332
32,806.61726436487083,-517.78942227999846
33,-340.26565283037928,-442.26609030259749
34,-115.09821493191816,-973.32828627757578
35,-439.44704943759245,310.90060386717278
36,387.92145605681435,-276.30764607325273
37,-809.89115238455315,-701.3421317182615
38,848.38491997341544,-416.47471401906921
39,987.82031788447762,-292.00356572253872
40,796.99898146816327,-709.45550222633392
41,786.46486259364792,616.62075139988224
42,220.47322706118644,379.04466256765818
43,-287.31291641505607,653.45444767360414
44,-610.80442384090338,219.20238542500579
45,223.72988866013384,-494.94144177564647
46,-790.09179972528818,-765.15332185522334
47,338.88554446244871,684.62787782608325
48,-753.99928433226387,354.75638040550461
49,-120.27403558497917,384.88429957528683
50,-853.57222997098336,-565.89405089969671
51,684.11280967826997,-167.10584304560791
52,-498.87731229825528,-132.40232813010368
53,-187.23206329400216,-231.54731473917673
54,592.42518128394636,623.33161314824542
55,531.06228762291857,-308.12455098663759
56,-87.919239152254363,-76.385713506152001
57,965.5773290928114,919.20154322114763
58,-312.59632365444986,922.29828124622122
59,-745.43425047593234,-847.1412739027827
60,-642.11892492650009,-427.88093140237652
61,-531.67382976483248,-676.05205453619055
62,55.148025954527839,-229.65468839707989
63,-560.78006355872878,-872.73768945825498
64,-164.66625191567084,193.77052019402959
65,-751.9773187051278,181.20493134840285
66,209.07739186111166,-846.0777944564262
67,-335.22933718161528,395.90338682113929
68,666.35471724063132,321.0574100507979
69,22.245458683316087,-357.35468688483456
70,325.33005799065563,-85.568645771318984
71,184.63673009522995,904.51353951950841
72,-383.57494994440276,-380.28037753091883
73,-867.5072018841006,-806.56011507912331
74,-96.352129502271737,-159.3744742177746
75,739.15392748825411,-116.70668860795479
76,-471.48617419827826,-571.01473040628832
77,867.07412620824925,-66.294620571848895
78,973.41551706193718,28.300691589753569
79,162.36321661473585,-768.59266008102884
80,367.93764467105416,-455.59864549902193
81,343.88160618497841,896.96713471827888
82,617.25743593435072,220.99635457204226
83,486.02433098396136,-215.32106402435966
84,10.141062810561152,763.06099762092344
85,-437.42459844615041,-287.04840064792472
86,813.01303076279737,74.67576254492883
87,782.32863646323472,743.32134604050725
88,615.65372190463472,-768.38279699365262
89,273.9097574015118,214.4832176226123
90,537.10795036144282,315.19035235334331
91,461.63667411015626,697.74379418630656
92,904.09666204298287,796.5079209988462
93,-774.92319299009716,852.53983635501618
94,-963.68437443367031,-683.91936433087699
95,187.70911195570852,-381.40480470236082
96,857.17122883084949,-222.11663776853175
97,-340.54673714755847,-628.4292159320097
98,-107.92284622947932,-45.549337187525566
99,363.51612167610369,66.640643018665514
100,559.50277833239716,108.60422167693946
101,740.61236286436133,-840.81561395764129
102,-192.36509057565559,785.90987318480302
103,-395.77560273985682,-485.62164683286881
104,797.5008562927901,-622.35239820585548
105,986.66595678488511,223.12095704565081
106,-905.23698484871284,-691.83950801348806
107,-697.33820194077134,898.96327937511865
108,836.13213426343941,-567.54900214708789
109,-8.8883591302554805,-485.36811040189264
110,941.05200340725105,964.25165020043846
111,-968.58300317227179,566.51175169463863
112,554.12321345378541,276.02212596258369
113,-886.4467567581039,5.9443247336022296
114,41.463898097481206,871.48810437605994
115,381.95203262897053,783.84608437412658
116,51.124395228919184,622.7721644203998
117,574.65664506019129,246.86793595259269
118,-898.358355485738,-139.14546034016928
119,733.95555742105012,32.999517341985211
